x1,x2,y
1.6437362,0.88291353,2.8157496
-0.36672935,0.84495103,-0.62599486
2.1515875,-1.1892198,6.3674316
1.1842082,-1.8533784,33.661236
-2.4349358,-0.7848019,20.33218
2.853734,-1.3714548,76.04995
1.5668383,-0.4168461,0.86796635
1.7163858,1.9173845,44.72907
-2.2313182,-1.2757145,15.929293
-0.29768437,-0.72450423,-0.44364005
-0.7752119,0.90045726,0.4061522
2.56059,0.03673113,29.99248
0.8631907,-1.8242874,31.368603
1.9365697,-1.3532399,6.5159264
-0.33951482,1.7409983,24.467957
-1.6365677,-1.58734,19.967068
0.32750872,0.5403711,-0.24467093
-2.6170964,1.1693026,34.933044
1.965787,-0.93824375,1.0674273
0.7899864,0.900312,1.856468
1.5485264,-1.3204193,5.253199
-0.8728442,-0.8609989,1.9603915
2.8241882,-0.7527119,64.33772
2.3587267,1.98574,65.76153
1.670301,-1.1417109,1.7280699
-1.8321677,-1.4831702,15.647095
-0.19967398,1.7027657,21.844856
-2.7371774,-1.3522773,62.037067
-2.074263,1.5171196,13.72162
1.0982937,0.6018265,2.0914073
1.468573,0.307446,2.311964
2.8050585,1.0053549,66.70301
-1.0450479,0.9039958,0.75572425
-0.77724177,-1.5578952,16.788282
-0.18266514,1.9978645,47.527443
-1.8631718,1.7675589,25.777277
-2.220471,1.5863678,20.368118
-0.14577045,0.48915654,-0.71534157
-1.638544,0.09116533,1.8705499
1.018884,0.14511433,2.3276482
-0.3770885,-1.9402522,42.88882
1.9960692,-0.0021219922,3.679285
1.2015907,0.49507827,2.255629
-1.1258001,0.6348248,0.69792926
1.9935588,-0.67144215,1.3233794
1.8285861,-0.1148706,2.0952272
-0.6751297,0.5452424,0.21473944
-1.2700313,-0.28677797,2.449479
1.094973,1.8485408,37.413647
-2.1614852,0.82176846,4.1897016
-1.8005508,-1.994905,53.27789
-2.9558263,-1.906882,140.93304
1.7215463,0.7612008,2.4223342
0.98910517,-0.34941962,1.4411154
1.2309923,1.3578838,10.294353
1.6843742,-1.3079383,4.7174306
-0.24650535,-1.9446924,42.79635
0.41244718,-0.4476706,-0.20430017
-2.161218,0.9442564,4.4085684
-2.3128195,1.8869109,44.428337
1.0104178,1.5346155,16.564978
-0.17342277,-0.063701555,0.11329299
0.39141664,1.2512691,4.59715
1.5899931,-1.7186781,22.42956
0.8083099,0.28908938,1.7372909
0.3214764,1.6971936,22.603413
0.35524297,-0.4144594,-0.24429545
-1.1762995,1.8404025,32.57326
-2.815093,-1.1172596,70.096115
-0.37969565,-1.5774648,15.947845
-1.712492,0.099049345,1.8685559
-0.5488281,1.6289874,17.681366
2.1204185,-0.7548831,3.2484171
-1.5963631,1.2006413,2.7015414
-2.6501834,-1.323211,48.755615
-1.3116966,0.98228157,0.9393508
-1.2384374,0.22810777,1.9178443
