x1,x2,y
2.7395606,2.207284,9.452819
-0.6112156,2.1123776,7.066206
3.5859792,-2.9730496,11.302287
1.9736803,-4.633446,11.735197
-4.0582266,-1.9620048,9.552985
4.7562237,-3.428637,13.340325
2.611397,-1.0421152,8.174703
2.8606431,4.7934613,12.059924
-3.7188637,-3.1892862,11.622203
-0.49614063,-1.8112606,6.651269
-1.2920197,2.2511432,7.988509
4.2676497,0.09182783,10.343651
1.4386512,-4.5607185,12.152906
3.227616,-3.3830998,11.65413
-0.565858,4.3524957,11.49849
-2.7276127,-3.9683502,11.073981
0.5458479,1.3509278,5.982127
-4.3618274,2.9232564,12.073197
3.2763116,-2.3456094,10.711746
1.316644,2.25078,8.072558
2.5808773,-3.3010483,11.108495
-1.4547403,-2.1524973,8.042803
4.70698,-1.8817797,11.688313
3.9312112,4.9643497,11.986605
2.783835,-2.8542771,9.831009
-3.053613,-3.7079253,11.172266
-0.33278996,4.256914,11.021086
-4.561962,-3.380693,13.321958
-3.4571052,3.7927992,12.333902
1.8304895,1.5045663,7.639943
2.4476216,0.768615,8.143476
4.6750975,2.5133872,12.792728
-1.7417464,2.2599895,8.4145975
-1.2954029,-3.8947382,10.23654
-0.3044419,4.9946613,11.4686365
-3.1052864,4.418897,12.441501
-3.700785,3.9659197,12.031468
-0.24295074,1.2228913,4.838523
-2.7309065,0.22791332,8.134574
1.6981399,0.36278585,6.457738
-0.6284808,-4.8506308,11.75297
3.326782,-0.0053049806,8.917193
2.002651,1.2376957,6.6685247
-1.8763336,1.5870621,7.6579885
3.322598,-1.6786053,10.258381
3.0476437,-0.2871765,8.309678
-1.1252162,1.363106,6.11448
-2.116719,-0.7169449,6.830061
1.824955,4.621352,11.939087
-3.6024752,2.0544212,10.518987
-3.000918,-4.9872627,11.223386
-4.9263773,-4.767205,13.481717
2.8692439,1.903002,8.309714
1.6485085,-0.87354904,6.30235
2.0516539,3.3947096,10.222351
2.8072903,-3.269846,10.724839
-0.41084224,-4.861731,11.782581
0.68741196,-1.1191765,4.9177694
-3.60203,2.360641,11.3546915
-3.8546994,4.7172775,13.042107
1.6840296,3.8365388,10.600848
-0.28903794,-0.15925388,2.4701738
0.65236104,3.1281729,8.929702
2.6499887,-4.296695,12.278872
1.3471832,0.7227235,5.9174986
0.535794,4.2429843,11.166862
0.5920716,-1.0361485,4.7532873
-1.960499,4.6010065,11.773197
-4.6918216,-2.793149,12.522235
-0.6328261,-3.943662,10.206868
-2.8541532,0.24762335,8.014907
-0.91471356,4.0724688,9.226458
3.5340307,-1.8872079,10.472358
-2.6606052,3.0016031,10.113364
-4.4169726,-3.3080273,13.011618
-2.186161,2.455704,9.403575
-2.0640624,0.5702694,6.935898
1.6191652,-3.2498302,10.056412
0.5703215,2.1808724,7.3923845
2.838982,2.137561,8.815241
1.6431354,0.15435229,5.9094477
-0.93613136,-2.7453237,7.886503
3.140204,-3.677061,11.522874
-3.3302708,4.5725503,13.230289
-4.772879,1.5581254,12.212418
-4.099521,3.0924149,10.765185
2.2235935,1.9697053,7.80408
-0.3812277,3.2947366,9.603403
-3.3872821,-3.3750918,12.067539
0.010447751,-0.030497754,0.118639946
-3.476879,1.6712477,10.647067
1.9632038,-3.966101,9.369879
-0.53843725,-3.5004306,10.224813
-1.1897877,1.339826,6.274665
-1.9848791,3.687058,10.299142
1.3028259,1.6041617,7.215311
-1.3818738,-4.637952,12.129919
-4.123501,4.704329,13.221158
-3.819941,-3.6049309,12.369474
4.6189766,-2.6743777,12.76499
4.085807,4.749673,12.938308
1.9970714,2.71033,8.837132
-2.3413005,4.365767,12.245752
4.691764,3.066197,12.344241
2.787509,1.5173447,9.267157
2.168902,-2.15447,8.045827
-0.50638497,-1.7311856,6.649249
-2.2775843,4.4727106,12.323152
-4.0360904,3.6062562,12.316553
4.026024,-1.4050955,10.692544
-0.4422371,-1.2673259,5.582736
-2.9763663,-2.023056,8.00651
-1.9404337,-1.7386986,7.3452597
0.7921957,3.6066747,10.083816
-3.2322721,-4.8949313,12.424266
3.5661428,-0.6394738,10.2772455
2.5851953,4.4283967,12.618829
