x1,x2,y
1.0958242,0.88291353,992.0368
-0.24448624,0.84495103,27437.236
1.4343917,-1.1892198,42143.594
0.7894721,-1.8533784,3362.946
-1.6232907,-0.7848019,8063.214
1.9024894,-1.3714548,150830.11
1.0445588,-0.4168461,248.77994
1.1442572,1.9173845,95648.016
-1.4875455,-1.2757145,8742.452
-0.19845624,-0.72450423,32.50127
-0.5168079,0.90045726,47454.38
1.70706,0.03673113,199.94475
0.5754605,-1.8242874,6901.2847
1.2910465,-1.3532399,36494.9
-0.2263432,1.7409983,203285.98
-1.0910451,-1.58734,1758.1334
0.21833915,0.5403711,2830.156
-1.744731,1.1693026,82275.56
1.3105247,-0.93824375,16960.227
0.5266576,0.900312,5387.144
1.032351,-1.3204193,14570.551
-0.5818961,-0.8609989,324.09946
1.8827921,-0.7527119,37262.758
1.5724845,1.98574,107327.65
1.113534,-1.1417109,15026.241
-1.2214452,-1.4831702,5023.35
-0.13311599,1.7027657,167003.38
-1.824785,-1.3522773,14246.649
-1.3828421,1.5171196,366326.62
0.7321958,0.6018265,1043.634
0.9790486,0.307446,1124.0277
1.870039,1.0053549,1855.9904
-0.69669855,0.9039958,56517.508
-0.5181612,-1.5578952,1668.7214
-0.12177675,1.9978645,258528.3
-1.2421145,1.7675589,591625.25
-1.480314,1.5863678,429554.4
-0.09718029,0.48915654,4941.7417
-1.0923626,0.09116533,486.0193
0.67925596,0.14511433,1139.1387
-0.25139233,-1.9402522,48962.344
1.3307128,-0.0021219922,200.09662
0.8010604,0.49507827,969.3236
-0.75053346,0.6348248,21860.057
1.3290392,-0.67144215,6946.6
1.2190574,-0.1148706,147.96933
-0.45008647,0.5452424,11794.62
-0.84668756,-0.28677797,89.87126
0.729982,1.8485408,84566.23
-1.4409901,0.82176846,28191.193
-1.2003672,-1.994905,8937.056
-1.9705509,-1.906882,26414.695
1.1476976,0.7612008,844.19476
0.65940344,-0.34941962,342.00766
0.8206615,1.3578838,13523.807
1.1229161,-1.3079383,20098.121
-0.1643369,-1.9446924,51015.914
0.27496478,-0.4476706,385.0013
-1.440812,0.9442564,52820.527
-1.5418797,1.8869109,808757.8
0.6736118,1.5346155,32140.42
-0.115615174,-0.063701555,467.0479
0.26094443,1.2512691,33210.45
1.0599954,-1.7186781,14329.789
0.53887326,0.28908938,1000.1549
0.2143176,1.6971936,97381.836
0.23682864,-0.4144594,438.9897
-0.7841996,1.8404025,468571.7
-1.8767287,-1.1172596,11910.91
-0.25313044,-1.5774648,3902.2593
-1.1416613,0.099049345,595.13684
-0.36588544,1.6289874,207294.8
1.4136122,-0.7548831,12626.965
-1.064242,1.2006413,158915.27
-1.7667891,-1.323211,12819.917
-0.87446445,0.98228157,79729.65
-0.82562494,0.22810777,2362.0122
0.64766604,-1.2999321,2085.159
0.22812861,0.872349,11208.62
1.1355928,0.85502446,895.57904
0.65725416,0.061740916,1112.7189
-0.37445256,-1.0981294,98.16943
1.2560816,-1.4708245,36318.84
-1.3321084,1.8290201,685873.56
-1.9091517,0.6232501,29669.031
-1.6398085,1.2369659,134853.3
0.8894374,0.7878821,1166.1176
-0.15249108,1.3178947,84312.805
-1.3549129,-1.3500367,7707.326
0.0041791005,-0.012199102,594.9061
-1.3907516,0.66849905,12701.634
0.7852815,-1.5864404,3427.6948
-0.2153749,-1.4001722,681.01965
-0.4759151,0.5359304,11672.709
-0.79395163,1.4748232,255911.5
0.5211304,0.64166474,1859.167
-0.5527496,-1.8551807,21782.203
-1.6494004,1.8817316,808033.1
-1.5279764,-1.4419724,11539.757
1.8475907,-1.069751,78967.29
1.6343228,1.8998691,68183.99
